match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,2,BB McCullum,SC Ganguly,AA Noffke,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,3,BB McCullum,SC Ganguly,AA Noffke,0,0,0,1,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,4,SC Ganguly,BB McCullum,AA Noffke,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,5,SC Ganguly,BB McCullum,AA Noffke,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,6,SC Ganguly,BB McCullum,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,7,BB McCullum,SC Ganguly,AA Noffke,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,1,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,2,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,3,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,4,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,5,BB McCullum,SC Ganguly,P Kumar,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,6,SC Ganguly,BB McCullum,P Kumar,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,1,BB McCullum,SC Ganguly,Z Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,2,SC Ganguly,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,SC Ganguly,caught,JH Kallis
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,3,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,4,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,5,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,6,6,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,1,BB McCullum,RT Ponting,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,2,RT Ponting,BB McCullum,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,3,BB McCullum,RT Ponting,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,4,RT Ponting,BB McCullum,AA Noffke,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,5,RT Ponting,BB McCullum,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,6,BB McCullum,RT Ponting,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,8,1,BB McCullum,RT Ponting,Z Khan,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,8,2,BB McCullum,RT Ponting,Z Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,8,3,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,8,4,BB McCullum,RT Ponting,Z Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,8,5,RT Ponting,BB McCullum,Z Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,8,6,BB McCullum,RT Ponting,Z Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,9,1,BB McCullum,RT Ponting,JH Kallis,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,9,2,BB McCullum,RT Ponting,JH Kallis,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,9,3,BB McCullum,RT Ponting,JH Kallis,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,9,4,BB McCullum,RT Ponting,JH Kallis,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,9,5,RT Ponting,BB McCullum,JH Kallis,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,9,6,BB McCullum,RT Ponting,JH Kallis,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,10,1,RT Ponting,BB McCullum,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,10,2,BB McCullum,RT Ponting,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,10,3,RT Ponting,BB McCullum,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,10,4,BB McCullum,RT Ponting,SB Joshi,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,10,5,BB McCullum,RT Ponting,SB Joshi,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,10,6,BB McCullum,RT Ponting,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,11,1,BB McCullum,RT Ponting,JH Kallis,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,11,2,RT Ponting,BB McCullum,JH Kallis,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,11,3,RT Ponting,BB McCullum,JH Kallis,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,11,4,RT Ponting,BB McCullum,JH Kallis,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,11,5,RT Ponting,BB McCullum,JH Kallis,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,11,6,RT Ponting,BB McCullum,JH Kallis,0,0,4,0,0,0,0,4,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,12,1,BB McCullum,RT Ponting,SB Joshi,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,12,2,BB McCullum,RT Ponting,SB Joshi,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,12,3,BB McCullum,RT Ponting,SB Joshi,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,12,4,BB McCullum,RT Ponting,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,12,5,RT Ponting,BB McCullum,SB Joshi,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,12,6,RT Ponting,BB McCullum,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,13,1,RT Ponting,BB McCullum,JH Kallis,0,0,0,0,0,0,0,0,0,RT Ponting,caught,P Kumar
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,13,2,BB McCullum,DJ Hussey,JH Kallis,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,13,3,BB McCullum,DJ Hussey,JH Kallis,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,13,4,BB McCullum,DJ Hussey,JH Kallis,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,13,5,BB McCullum,DJ Hussey,JH Kallis,0,1,0,0,0,0,0,1,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,13,6,BB McCullum,DJ Hussey,JH Kallis,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,13,7,BB McCullum,DJ Hussey,JH Kallis,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,14,1,BB McCullum,DJ Hussey,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,14,2,DJ Hussey,BB McCullum,SB Joshi,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,14,3,DJ Hussey,BB McCullum,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,14,4,BB McCullum,DJ Hussey,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,14,5,DJ Hussey,BB McCullum,SB Joshi,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,14,6,BB McCullum,DJ Hussey,SB Joshi,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,15,1,DJ Hussey,BB McCullum,CL White,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,15,2,DJ Hussey,BB McCullum,CL White,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,15,3,BB McCullum,DJ Hussey,CL White,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,15,4,BB McCullum,DJ Hussey,CL White,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,15,5,BB McCullum,DJ Hussey,CL White,0,2,0,0,0,0,0,2,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,15,6,DJ Hussey,BB McCullum,CL White,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,15,7,BB McCullum,DJ Hussey,CL White,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,16,1,DJ Hussey,BB McCullum,AA Noffke,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,16,2,DJ Hussey,BB McCullum,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,16,3,BB McCullum,DJ Hussey,AA Noffke,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,16,4,BB McCullum,DJ Hussey,AA Noffke,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,16,5,BB McCullum,DJ Hussey,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,16,6,DJ Hussey,BB McCullum,AA Noffke,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,17,1,BB McCullum,DJ Hussey,Z Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,17,2,DJ Hussey,BB McCullum,Z Khan,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,17,3,DJ Hussey,BB McCullum,Z Khan,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,17,4,BB McCullum,DJ Hussey,Z Khan,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,17,5,BB McCullum,DJ Hussey,Z Khan,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,17,6,BB McCullum,DJ Hussey,Z Khan,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,18,1,DJ Hussey,BB McCullum,AA Noffke,0,0,0,0,0,0,0,0,0,DJ Hussey,caught,CL White
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,18,2,BB McCullum,Mohammad Hafeez,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,18,3,Mohammad Hafeez,BB McCullum,AA Noffke,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,18,4,Mohammad Hafeez,BB McCullum,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,18,5,BB McCullum,Mohammad Hafeez,AA Noffke,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,18,6,BB McCullum,Mohammad Hafeez,AA Noffke,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,1,BB McCullum,Mohammad Hafeez,JH Kallis,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,2,BB McCullum,Mohammad Hafeez,JH Kallis,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,3,BB McCullum,Mohammad Hafeez,JH Kallis,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,4,BB McCullum,Mohammad Hafeez,JH Kallis,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,5,BB McCullum,Mohammad Hafeez,JH Kallis,0,0,0,0,0,0,1,0,1,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,6,Mohammad Hafeez,BB McCullum,JH Kallis,0,0,0,0,0,0,4,0,4,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,1,BB McCullum,Mohammad Hafeez,P Kumar,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,2,BB McCullum,Mohammad Hafeez,P Kumar,0,0,0,0,0,0,6,0,6,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,3,BB McCullum,Mohammad Hafeez,P Kumar,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,4,BB McCullum,Mohammad Hafeez,P Kumar,0,0,0,0,0,0,0,0,0,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,5,BB McCullum,Mohammad Hafeez,P Kumar,0,0,0,0,0,0,2,0,2,,,
1,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,6,BB McCullum,Mohammad Hafeez,P Kumar,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,1,1,R Dravid,W Jaffer,AB Dinda,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,1,2,W Jaffer,R Dravid,AB Dinda,0,1,0,0,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,1,3,W Jaffer,R Dravid,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,1,4,W Jaffer,R Dravid,AB Dinda,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,1,5,R Dravid,W Jaffer,AB Dinda,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,1,6,W Jaffer,R Dravid,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,1,7,W Jaffer,R Dravid,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,2,1,R Dravid,W Jaffer,I Sharma,0,0,0,0,0,0,0,0,0,R Dravid,bowled,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,2,2,V Kohli,W Jaffer,I Sharma,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,2,3,V Kohli,W Jaffer,I Sharma,0,0,0,4,0,0,0,4,4,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,2,4,V Kohli,W Jaffer,I Sharma,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,2,5,W Jaffer,V Kohli,I Sharma,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,2,6,W Jaffer,V Kohli,I Sharma,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,3,1,V Kohli,W Jaffer,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,3,2,V Kohli,W Jaffer,AB Dinda,0,0,0,0,0,0,0,0,0,V Kohli,bowled,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,3,3,JH Kallis,W Jaffer,AB Dinda,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,3,4,W Jaffer,JH Kallis,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,3,5,W Jaffer,JH Kallis,AB Dinda,0,1,0,0,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,3,6,W Jaffer,JH Kallis,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,3,7,W Jaffer,JH Kallis,AB Dinda,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,4,1,W Jaffer,JH Kallis,I Sharma,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,4,2,W Jaffer,JH Kallis,I Sharma,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,4,3,JH Kallis,W Jaffer,I Sharma,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,4,4,JH Kallis,W Jaffer,I Sharma,0,0,0,1,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,4,5,W Jaffer,JH Kallis,I Sharma,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,4,6,W Jaffer,JH Kallis,I Sharma,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,5,1,JH Kallis,W Jaffer,AB Agarkar,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,5,2,W Jaffer,JH Kallis,AB Agarkar,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,5,3,JH Kallis,W Jaffer,AB Agarkar,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,5,4,JH Kallis,W Jaffer,AB Agarkar,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,5,5,JH Kallis,W Jaffer,AB Agarkar,0,0,0,0,0,0,0,0,0,JH Kallis,caught,M Kartik
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,5,6,CL White,W Jaffer,AB Agarkar,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,6,1,W Jaffer,CL White,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,6,2,W Jaffer,CL White,AB Dinda,0,0,0,0,0,0,0,0,0,W Jaffer,caught,RT Ponting
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,6,3,MV Boucher,CL White,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,6,4,MV Boucher,CL White,AB Dinda,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,6,5,CL White,MV Boucher,AB Dinda,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,6,6,MV Boucher,CL White,AB Dinda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,7,1,CL White,MV Boucher,AB Agarkar,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,7,2,CL White,MV Boucher,AB Agarkar,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,7,3,CL White,MV Boucher,AB Agarkar,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,7,4,MV Boucher,CL White,AB Agarkar,0,1,0,0,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,7,5,MV Boucher,CL White,AB Agarkar,0,1,0,0,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,7,6,MV Boucher,CL White,AB Agarkar,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,7,7,MV Boucher,CL White,AB Agarkar,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,7,8,MV Boucher,CL White,AB Agarkar,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,1,CL White,MV Boucher,SC Ganguly,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,2,MV Boucher,CL White,SC Ganguly,0,0,0,1,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,3,CL White,MV Boucher,SC Ganguly,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,4,MV Boucher,CL White,SC Ganguly,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,5,MV Boucher,CL White,SC Ganguly,0,0,0,0,0,0,0,0,0,MV Boucher,caught,M Kartik
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,6,CL White,B Akhil,SC Ganguly,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,1,B Akhil,CL White,AB Agarkar,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,2,B Akhil,CL White,AB Agarkar,0,0,0,0,0,0,0,0,0,B Akhil,caught,RT Ponting
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,3,AA Noffke,CL White,AB Agarkar,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,4,AA Noffke,CL White,AB Agarkar,0,1,0,0,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,5,AA Noffke,CL White,AB Agarkar,0,1,0,0,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,6,AA Noffke,CL White,AB Agarkar,0,0,0,0,0,0,1,0,1,,,
